0 length 5726;
0 note 73 100;
2 note 78 100;
2 note 66 100;
46 note 73 0;
53 note 78 0;
59 note 66 0;
170 note 78 100;
171 note 66 100;
172 note 73 100;
224 note 73 0;
228 note 78 0;
253 note 66 0;
473 note 66 100;
474 note 78 100;
474 note 73 100;
503 note 73 0;
509 note 78 0;
530 note 66 0;
716 note 66 100;
724 note 73 100;
725 note 78 100;
752 note 73 0;
765 note 78 0;
781 note 66 0;
2891 note 66 100;
2892 note 78 100;
2894 note 73 100;
2922 note 73 0;
2931 note 78 0;
2942 note 66 0;
3060 note 78 100;
3063 note 66 100;
3064 note 73 100;
3099 note 73 0;
3108 note 78 0;
3128 note 66 0;
3337 note 66 100;
3340 note 73 100;
3340 note 78 100;
3377 note 73 0;
3381 note 78 0;
3388 note 66 0;
3614 note 73 100;
3618 note 78 100;
3622 note 66 100;
3649 note 73 0;
3654 note 78 0;
3670 note 66 0;
