0 length 2852;
136 note 74 100;
239 note 75 100;
245 note 74 0;
327 note 74 100;
348 note 75 0;
411 note 72 100;
425 note 74 0;
497 note 69 100;
502 note 72 0;
601 note 69 0;
681 note 67 100;
818 note 67 0;
951 note 69 100;
1040 note 69 0;
1588 note 74 100;
1663 note 74 0;
1679 note 75 100;
1753 note 74 100;
1768 note 75 0;
1855 note 72 100;
1855 note 74 0;
1927 note 72 0;
1952 note 69 100;
2023 note 69 0;
2128 note 67 100;
2278 note 67 0;
2391 note 79 100;
2472 note 79 0;
