0 length 2874;
0 note 65 100;
102 note 65 0;
596 note 62 100;
675 note 62 0;
867 note 62 100;
947 note 62 0;
1051 note 65 100;
1145 note 65 0;
1263 note 62 100;
1323 note 62 0;
1429 note 65 100;
1536 note 65 0;
2024 note 67 100;
2102 note 67 0;
2281 note 67 100;
2373 note 67 0;
2475 note 65 100;
2583 note 65 0;
